 1 1
2 1
3 1
4 1
5 3
6 3
7 3
8 72
9 139
10 205
11 293
12 561
13 910
14 1597
15 2900
16 4874
17 7868
18 11971
19 16684
20 21620
21 27140
22 32969
23 38288
24 43880
25 48953
26 53432
27 57907
28 62147
29 65938
30 69098
31 72041
32 74606
33 77028
34 79247
35 81215
36 83123
37 84476
38 85979
39 87431
40 88690
41 89672
42 90591
43 91639
44 92509
45 93089
46 93889
47 94583
48 95080
49 95550
50 95860
51 96272
52 96694
53 97142
54 97277
55 97657
56 97833
57 97993
58 98342
59 98500
60 98737
61 98933
62 98862
63 98995
64 99050
65 99276
66 99365
67 99426
68 99528
69 99541
70 99578
71 99786
72 99783
73 99835
74 99811
75 99995
76 99928
77 100077
78 99887
79 100032
80 100080
81 100018
82 100028
83 99983
84 100124
85 100213
86 100133
87 100079
88 100144
89 100205
90 100274
